avg_wind_speed,sol_rad,max_air_temp,min_air_temp,avg_air_temp,avg_rel_hum,avg_dewpt_temp,precip,pot_evapot,avg_soiltemp_4in_sod,OUTPUT
3,20.75,65.8,39,51.6,65.3,39,0,0.15,64.2,0.7
6.4,11.8,66.9,50.8,59.5,58.8,44.8,0,0.1,64,-0.7
8.4,12.27,78.6,59.3,68.5,75.4,60.3,0.06,0.11,65.5,-5.1
6.3,4.58,73.5,57.5,67.1,79.9,60.3,0.01,0.04,67.1,-6.1
5.2,6.74,64.7,49.4,57,75.8,49.3,0,0.05,64.8,-1.8
4.9,18.28,74.8,47.1,59.9,60.3,44.4,0,0.15,63.5,2.7
3.9,18.59,80.7,47.1,64.2,57.3,46.8,0,0.16,64.6,4.8
6.2,9.79,71.6,54.9,63.5,58.3,48.4,0,0.08,64.9,6
5.7,14.01,61.5,43.4,52.7,62.4,39.6,0,0.1,63.3,4.9
5.2,7.23,60.5,41.8,52.2,67.1,41.2,0,0.05,60.4,4.2
4.5,14.87,74.2,48,60.6,62.5,46.2,0,0.12,61,2.3
4.8,18.11,86.5,48,67.8,55.7,48.6,0,0.16,63,0.9
10.1,16.93,89.9,64.2,76.3,51,56.1,0,0.16,66.2,-1.4
7.6,15.48,92.4,67,79,58.5,61.7,0,0.15,69.4,-4.6
9.1,13.17,87.3,59.3,73.2,62.5,58.8,0.02,0.13,70.9,-8.5
8.3,11.58,66,47.1,57.9,65.3,46,0.02,0.09,68.2,-12.1
4.5,18.32,66.1,40.5,53.2,53.4,34.5,0.01,0.14,64.6,-10.8
2.4,17.82,73.1,39.2,56.7,52.6,37.8,0.01,0.14,63.3,-10.2
2.5,17.37,78.1,43.8,59.7,56.4,41.9,0.01,0.14,63.9,-11.6
2.3,15.9,80.5,48,62.8,65.7,49.5,0,0.14,64.8,-10.8
4.2,7.75,63.7,49.4,56.8,76.7,49.5,0.09,0.06,64.8,-9.4
7.6,3.59,57.2,32.3,48.7,78.5,42.1,0,0.03,62.4,-4.7
8.1,16.62,47.5,37.7,39,55,23.2,0,0.1,56.1,-1.2
8.1,17.29,55.7,31.8,43,45.8,21.6,0,0.12,53.8,-1.3
5.1,17.14,56.1,31.4,43,43.5,19.9,0,0.12,53.1,1
3.7,6.75,57.5,30,48.2,48.9,27.9,0,0.05,52.3,0.4
7.2,1.54,56.5,49,52.7,75.8,44.2,1.45,0.01,54,-4.4
4.8,4.9,61.7,50.5,56.3,87.7,52.7,0.07,0.04,55.4,-6.5
5.6,3.35,63,42,54.9,89.9,51.8,0,0.03,57.7,-8.4
6.2,2.21,43.1,35.5,41.2,75.6,34,0,0.01,54.9,-5.1
5.7,15.3,60.7,31,46,70.4,35.8,0,0.1,52.5,-1.6
7,9.91,61.6,41.5,51.6,72.2,42.4,0.12,0.07,54.1,-4.3
8.5,10.09,43.4,32.4,38.7,65.3,27.5,0,0.06,52.7,-2.3
6,11.96,45,29.1,36.7,60.3,23.2,0,0.07,49.6,3.1
2.5,14.64,51.8,26.6,38.3,61.6,25.3,0,0.09,48.9,4.3
5.6,3.84,48.2,40.9,43.9,64.8,32.2,0.01,0.03,49.3,-0.2
5,1.3,50.9,42.3,47.8,94.2,46.2,0.5,0.01,49.8,-3.8
9.6,0.69,49.4,38.7,45.9,91.5,43.5,0.13,0,50.9,-6.5
6.8,13.76,56.3,38,45.9,61.6,31.6,0,0.1,49.8,-4.7
3.7,13.69,63.6,32.8,49.8,66.9,37.6,0,0.1,50.4,-3.3
10.8,10.87,70.1,49.7,59.5,67.6,48.4,0,0.09,52.7,-3.6
7.8,12.35,61.6,33.3,43,52.9,26.4,0,0.08,53.2,-2.3
4.6,9.27,45.4,29.3,35.2,51.3,18.3,0,0.05,49.1,2.7
6,13.75,44.6,24.5,33.4,49.8,15.4,0,0.08,46,7.8
3.5,13.1,51.6,20.6,36.5,57,21.2,0,0.08,44.4,10.5
7.5,3.18,49.3,38.7,44.6,51.5,27.7,0,0.02,45.1,5.6
6.1,6.15,56.7,42.3,49.8,60,36.5,0,0.04,47.1,0.7
3.1,3.21,57.2,45.3,50,75.3,42.4,0,0.02,49.1,-1.4
2.4,3.51,56.8,45.2,51.1,89.5,48,0.02,0.02,50.9,-2.7
5.8,11.91,67.1,40.2,53.4,77.6,45.9,0,0.09,51.8,-3.8
4.5,11.55,73.1,47.7,60.1,70.1,49.3,0,0.09,53.8,-7.4
9.1,1.88,67.7,37.1,53.2,87.4,49.6,0.57,0.02,54.9,-9.8
8.8,3.79,38.1,34.3,36.7,74.4,29.1,0,0.02,50.7,-6.5
5,11.39,47.4,28,38.7,75.6,31.3,0,0.07,47.8,-3.6
4.7,3.69,49.1,37.9,42.8,85.2,38.7,0,0.02,47.7,-5.1
3.5,0.95,45.7,41,43.5,93.7,41.9,0.19,0.01,48.2,-5.9
13.9,1.41,46,40.9,43.7,88.9,40.6,0.83,0.01,48,-4.8
14.1,4.84,43.9,32.5,39.2,76.2,32.4,0,0.03,46.4,-2.2
3.4,7.15,46.1,30.5,37.2,81.9,32,0,0.04,45.1,0
5.9,4.34,43.9,29.1,36.5,82.2,31.3,0,0.03,44.2,3.6
8.2,7.17,43.1,30.2,37.9,67.4,27.9,0,0.04,44.2,5.8
3.6,11.58,49.6,25.7,34.9,67.6,24.3,0.02,0.07,42.6,9.2
5.4,10.96,51.2,27.3,39.6,62.5,27.1,0,0.07,42.3,10.8
5.6,10.71,58.5,35.1,44.4,56.6,29.3,0,0.07,43.2,11.8
4.1,10.67,61.2,36.2,46.6,52,28.9,0,0.08,44.2,5.4
5.8,10.01,64.6,38.5,50.9,52.5,33.8,0,0.08,45.1,-1.9
7.4,8.5,68.3,45.8,55.9,72.2,46.9,0,0.07,47.8,-6.6
5.9,8.47,64.6,47.4,55.4,72,46,0,0.06,50,-10.1
6.5,6.27,66.4,51.4,57.9,77.8,50.9,0,0.05,51.8,-13.9
9.9,5.56,65.3,55.1,59.2,71.9,49.8,0,0.05,53.1,-16.1
9.2,3.51,68.3,40.5,57.6,86,53.4,0.6,0.03,55,-17.8
7.1,0.81,41,26,30.7,91.3,28.6,1.58,0,49.6,-12
13.4,5.18,32.2,14,21.9,92,19.9,0.74,0.02,43.2,-7.2
5.6,5.8,33.1,12.2,20.7,85.4,16.9,0.62,0.03,41.2,-6.1
9.9,7.52,22.4,8,14.7,74.1,7.7,0.01,0.03,39.9,-5
8.4,5.97,30.9,7.2,19,79.3,13.6,0,0.03,37.9,-2.7
7,7.88,34.8,9.2,24.3,80.4,19,0,0.04,37,2.4
6.6,7.52,39.8,29.2,34.7,72.5,26.6,0,0.04,37.2,3.8
9.5,10.62,29.2,5.9,13.8,69.6,5.5,0,0.04,37.6,4.3
6.1,9.82,22.9,3.3,14.5,68.2,5.7,0,0.04,36,6.6
10.3,9.79,38.9,21.1,29.8,60.5,17.8,0,0.05,35.1,7.9
8.8,5.38,41.7,29.4,36.5,56.5,22.5,0,0.03,34.9,11.7
5.5,1.39,49.1,36.4,41.9,87,38.1,0.12,0.01,35.2,9.9
7.4,4.04,58.8,38.2,49.3,86.3,45.1,0,0.03,39.4,2.5
4.9,9.09,57,33.6,43.7,76.6,36.3,0,0.06,41,-0.5
8.9,6.34,57.4,42.3,48.4,62.8,36.1,0,0.05,41.9,1.8
5.3,8.58,49.8,36.3,43.2,60.1,30,0,0.05,42.6,3.6
9,2.94,59.1,39,50.4,79.9,44.2,0.08,0.02,43,1.4
7.1,1.51,58.1,41.6,49.1,80.2,43.2,0.05,0.01,46.6,-4.3
6.5,8.33,44.4,32,39,62.6,27.1,0,0.05,45.1,-3
2.1,5.24,36.7,26.1,31.1,79,25.2,0,0.03,41.9,-1.3
4.2,1.29,44,29.6,36.9,89,33.8,0.53,0.01,40.5,-1.1
4.6,0.86,54.4,44,51.1,95.1,49.6,0.5,0.01,43.7,-2.9
7.6,7.07,51.7,39.4,45.7,83.6,40.8,0,0.05,46.2,-3.4
7.7,5.19,46.8,33.3,40.5,75.4,33.1,0,0.03,44.4,0.7
2.5,8.45,46.9,27,36.5,84.6,32,0,0.05,42.3,5.4
8.4,1.41,37.5,32.1,35.6,87.2,32.2,0,0.01,42.1,2.3
7.6,7.89,39.1,29.5,32.7,71.3,24.3,0,0.04,40.6,0.2
5.6,5.72,44.5,29.4,36.7,65.7,26.2,0,0.03,39.4,1.4
6.1,8.56,51.8,36.2,43.3,72.4,34.9,0,0.06,40.8,1.1
4.1,6.72,58,35.9,47.8,75.3,40.1,0,0.05,42.8,2
5.4,2.64,54.8,46.3,51.3,73.7,43.2,0,0.02,45.1,-0.1
9.5,4.9,55.9,35.6,49.5,83.6,44.4,0.69,0.04,47.7,-4.2
8.5,3.47,38.9,28.4,33.4,79.6,27.7,0,0.02,44.4,-3
4.3,9.04,45.1,24.5,34.3,80.5,28.6,0,0.05,40.8,-0.3
7.6,8.51,46.4,31.3,38.3,77.3,31.6,0,0.05,40.8,-2.9
11.1,1.19,49.7,39.2,44.2,84.2,39.7,0.45,0.01,41.9,-3.4
3.6,1.81,50.9,45.2,48.2,92.9,46.2,0.05,0.01,44.8,-2.9
5.8,7.44,47,33.6,39.7,82.1,34.5,0,0.04,45,-5.3
5.9,4.06,45.1,34.2,39.4,81.2,34,0,0.02,43.5,-4.1
9.6,7.37,44.9,28.8,36.5,61.5,24.3,0,0.04,41.4,-2.9
10.3,7.62,40.3,26.3,34.7,61.8,22.5,0,0.04,40.5,-4.5
7.1,8.31,39.6,20.1,31.3,69.2,21.9,0,0.04,37.9,-3
12.4,2.34,49.6,35.6,43.2,66.7,32.7,0,0.02,38.5,-4.2
7.2,1.06,52.2,29.8,40.3,87.5,36.9,0.31,0.01,41.9,-7.7
5,1.61,34.6,29.6,32.5,94.4,31.1,0.65,0.01,39.7,-5.7
7.6,1.29,37.2,33.5,35.1,94.1,33.6,0.95,0.01,39.4,-5.4
9.8,1.03,35.5,15.7,28.4,89.1,25.5,0.01,0.01,38.5,-4.3
7.4,8.85,21.1,8.5,15.3,78.5,9.9,0,0.03,36,-1.7
5.3,4.86,28.4,16.2,21.6,76.6,15.3,0,0.02,34.9,0
10.1,1.53,33.8,28,30.6,77.3,24.3,0,0.01,34.3,0.8
7.6,10.86,38.1,20.1,29.5,68.5,19.9,0,0.06,34.2,0.9
3.8,7.59,30.1,18.1,26.1,70.4,17.6,0,0.03,34,1.6
4.6,2.93,34,27.4,31.3,95.5,30.2,0.25,0.01,34,0.2
7.2,3.15,32.8,28.7,29.7,81.2,24.6,0,0.02,34.2,-1.1
7.8,8.69,34.3,24.2,29.5,80.1,24.1,0,0.04,34.3,-1.4
6,7.9,32.8,24.8,29.1,83.3,24.6,0.01,0.04,34.9,-2.4
5.3,12.14,31.4,16.7,23.5,70.5,14.9,0,0.06,35.1,-2.7
9.8,11.87,50.3,19.8,37,66.1,26.2,0,0.07,35.1,-2.9
10.8,8.61,43.2,12.7,30.2,66,19.9,0,0.04,35.6,-4
11.5,11.26,19.3,6.2,12.7,63.7,2.7,0,0.04,34.2,-3.6
9.1,11.13,38.7,14.1,26.1,64.7,15.4,0,0.06,33.1,-3.3
10.4,9.91,21.1,7.5,12.9,65.7,3.6,0,0.03,32.9,-2.9
6.3,8.16,23.7,4.5,16.3,68,7.2,0.01,0.03,32.5,-2.5
5.1,4.33,29,21.9,25.2,76.6,18.7,0,0.02,32.4,-2.6
9.4,13.38,23.2,8.1,14.2,55,0.3,0,0.05,32.2,-2.2
10.9,13.72,16.1,3.1,11.5,47.1,-5.4,0,0.05,31.6,-1.4
8,12.58,19.4,-0.3,7.7,51.9,-6.7,0,0.04,30.6,0.1
4.1,9.6,12.4,-3.3,5,48.4,-10.7,0.01,0.03,29.8,1.7
6.8,3.52,26.6,8.5,13.8,72.3,6.3,0.04,0.01,30,1.6
6,6.98,17.1,5.5,11.8,65.2,2.1,0,0.02,30,1.3
7.7,14.22,21,8.6,13.8,44.8,-4.2,0,0.05,29.8,-0.3
6.8,13.87,24,11.1,16.5,39.1,-4.2,0,0.05,30,-1.8
6.1,14.41,27.2,7.9,16.2,48.7,-0.6,0,0.06,30.2,-0.2
4,9.02,41,16.9,29.5,50.9,12.9,0.01,0.05,30.7,-0.3
5.1,4.33,40.6,29.4,34.7,70.9,26.1,0.19,0.02,31.5,-0.8
16.8,2.71,29.5,14.9,23.2,92,21.2,0.36,0.01,31.6,-0.1
9.3,15.67,18.4,6.1,12.7,68,4.1,0,0.06,31.3,0.5
5.4,15.48,16.2,-0.1,6.6,65.6,-2.7,0,0.05,29.5,2.3
7.9,15.93,24.7,-3.8,10.9,74.1,4.1,0.01,0.05,28.2,3.6
9.6,10.86,27.4,14.8,23,79.1,17.2,0.03,0.05,30,2
5.9,15.97,32.3,13.1,22.1,69.8,13.5,0,0.07,30.4,1.6
9.7,15.11,45.8,22.2,37.2,66.8,26.8,0,0.09,30.7,1.3
2.2,11.38,44.5,27.3,35.2,80.2,29.5,0,0.06,31.5,0.5
3.7,16.32,49,23,37.6,79.5,31.3,0,0.1,31.8,0.2
8.3,16.86,45.9,33,39.4,60.2,26.4,0,0.1,31.8,0.4
6.3,14.64,40.6,28.7,33.6,74.1,26.2,0,0.08,31.8,0.4
9.3,1.73,42.5,32,35.6,77.6,28.9,0.71,0.01,32,0.2
12.2,2.79,43.6,32,37.2,80.1,31.6,0.18,0.02,32,0.2
6.8,8.35,37.1,25.7,31.5,72.4,23.4,0,0.04,32,0.4
4.4,11.94,37.6,23.3,29.8,76.2,23,0,0.06,32,0.7
7.4,6,43.6,29.7,34.7,80.4,29.1,0.16,0.03,32,1.4
11.7,9.88,57.2,34.3,44.8,71.8,36,0.47,0.07,32.2,3.2
14.4,10.89,39.5,29.2,34.3,61.3,22.1,0,0.06,32.2,5.9
11.6,6.89,31.3,19.5,25.2,69.1,16.3,0,0.03,32.2,10.4
8.4,18.73,39,14.7,27.1,62.3,15.4,0,0.09,32.2,10.6
7.1,17.77,48.6,27.3,36.5,65.4,25.5,0,0.11,32.4,12.4
5.9,11.49,34.8,22.6,28.9,62.1,17.4,0,0.06,32.7,15.7
9.1,17.22,37.7,29.1,32.7,71.2,24.4,0,0.09,33.4,19.1
3.9,18.54,47.3,24.3,35.2,72.5,27,0,0.1,35.4,14.1
6.4,10.8,63.4,34.4,47.8,72.5,39.2,0.04,0.08,38.1,7
4.3,18.07,59.3,33.4,46,65.4,33.3,0,0.12,42.6,-0.3
2.7,18.88,59.1,30,44.2,56.2,27.1,0,0.13,42.8,-1.1
5.6,15.77,71.4,39.4,55.4,49,35.8,0,0.13,44.8,0
8.7,16.75,77.7,51.5,64.2,65.1,51.6,0,0.15,48.4,-2.7
9.4,11.66,74.7,41.1,61.7,75,53.2,0,0.1,52.5,-2.7
12.2,14.62,49.2,34,41.2,70.7,32,0,0.09,49.5,4.1
9.7,13.29,41.3,28.7,34.7,64.4,23.7,0,0.07,45.1,8.9
3.1,9.46,40.5,25.9,32.2,58.7,18.7,0,0.05,42.3,15.1
6,20.99,48.1,23.6,37.8,53.4,21,0,0.13,41.7,18
8.7,14.16,67.2,40.1,51.8,57.3,36.5,0.14,0.11,44.8,16.2
7.2,13.58,54.5,35.3,46.8,63.2,34.5,0,0.09,45.7,15.8
11.5,17.47,77.4,52.5,64.9,67.5,52.7,0,0.16,49.8,11.4
7.1,5.67,65.8,53.5,61.2,72.7,52,0.13,0.04,53.6,7
4,4.17,67.3,51.9,59.4,90.9,56.7,0.25,0.03,54,6.1
4.3,13.92,77.2,59.6,67.5,74.9,58.6,0,0.12,57.4,3
6.3,13.94,78.5,59.6,69.3,66.6,57.4,0,0.12,59.7,-0.5
8.6,16.66,80.2,63.9,70.5,61.7,56.5,0,0.15,61,-2.5
3.9,14.71,79,55.2,69.1,58.3,52.5,0,0.13,61.5,-2.5
4.3,8.13,75,58.4,65.1,72.9,55.9,0,0.07,61.2,-8.1
6.1,7.83,72.4,54.3,62.2,82,56.5,0,0.06,60.6,-11.3
3.9,5.59,65.2,57.5,60.8,87.4,57,0.25,0.04,60.1,-13.3
8.5,9.05,71.5,53.9,63.5,79.4,56.7,0.39,0.08,60.4,-16.7
12.1,21.17,69.6,52.5,59.9,52.4,41.4,0,0.18,59.2,-15.1
5.7,22.76,78.4,42.6,63.5,51.7,43.7,0,0.19,58.5,-13.5
10.2,3.28,69.1,35.7,57,72.7,48.2,0.37,0.03,59,-13.3
13.7,17.36,37.5,27.3,32.5,60.7,20.5,0,0.09,53.1,-5.6
10.1,22.31,42.8,28.2,34.5,50.9,17.4,0,0.12,49.3,-3.6
12.2,13.22,32.4,26.6,29.8,47.9,12.2,0,0.07,46.8,-1.7
11,19.53,34,20.8,28.8,47.9,11.3,0,0.1,43.7,2.2
5.6,10.53,41.9,30.1,36.1,53.4,20.7,0,0.06,44.1,1.8
4,17.56,50.2,31.8,39.7,49.3,20.7,0,0.11,45,3.6
7.5,12.82,55.7,35.8,45.5,51.7,27.5,0.17,0.09,45.7,5.7
11.6,11.63,59.3,37.2,46.6,81.7,41.2,0.35,0.08,47.5,5.4
10.9,6.35,40.3,33,36.7,73,28.8,0,0.04,45.7,7
3.1,17.38,49.6,29.6,41.7,62.4,29.1,0,0.11,45.1,8.7
9.1,4.26,44.4,37.4,39.6,83.4,34.9,0.2,0.02,45.9,9.9
7.2,21.48,58.8,34.3,46.8,53.7,29.1,0,0.15,45.9,11.8
3.5,25.6,68.6,37.6,52.3,50.2,32.7,0,0.19,48.6,11.3
4.9,22.02,75,43.5,60.8,45.4,37.6,0,0.19,51.4,8.7
10.8,21.28,60.5,43.1,51.3,51.8,33.8,0,0.16,52.9,8.4
6.5,21.83,58.6,39.6,48.9,69.4,38.8,0,0.15,52.7,7.2
3.2,25.64,70.5,39.4,56.8,55.5,38.8,0,0.2,53.8,4.8
5.4,25.65,77.9,43.9,63.7,47.3,41.2,0,0.22,55.8,3.9
11.1,24.55,80,52.6,69.1,45.7,46.4,0,0.22,57.7,3.3
10.7,23.59,74.4,53.4,66.6,56.5,50.2,0,0.21,59.9,3.6
4.6,20.08,79.4,48,66,67.4,53.4,0,0.17,60.1,4.5
7.7,6.46,70.2,55.2,59.2,91.2,56.7,0.71,0.05,61.3,3.1
8.3,9.57,66.2,48.6,57.7,85.8,53.4,0.47,0.08,59.9,3.1
7.6,18.3,68,48.6,57.6,65.2,45,0,0.14,58.6,3.8
7.8,26.19,74.9,52.8,64,52.8,44.6,0,0.22,59.7,4.9
5,26.7,85.6,53.6,70.9,44.3,45.9,0,0.24,61,3.8
6.2,26.9,88.7,60.2,75.4,43.4,49.6,0,0.25,63.5,0.9
5.3,12.74,84.5,65,73.6,55.6,56.3,0,0.12,64.6,3
4.5,6.56,69.8,59.5,65.7,82.7,60.3,0.05,0.05,64.4,5
7.2,6.05,64.1,57,60.4,88.4,57,0.19,0.05,63,7.2
4.7,5.93,68.8,56.4,63.1,88.4,59.7,0.59,0.05,62.4,8.5
5.6,17.91,76,61.4,67.8,80.3,61.2,0,0.15,64.6,4.8
7.4,17.45,73.1,55.8,64.9,53.4,46.9,0,0.15,64.8,3.9
5.8,24.15,83.2,53.1,69.3,54.7,51.8,0,0.21,64.4,5
3.6,24.35,84.3,67.3,73.2,66.2,60.3,0,0.22,67.6,2
3.2,24.45,84.3,63.1,72.3,59.9,55.8,0,0.22,69.4,-2.5
2.9,19.04,83.8,61.8,73,60,57.2,0,0.17,70.2,-5.6
4.2,17.4,86.1,59.1,73.4,59.9,57,0,0.16,70.9,-7
8.2,27.39,81,53.3,66.9,42.5,42.3,0,0.24,69.4,-4.3
5.8,26.9,79.2,52.4,66.6,40.6,40.6,0,0.23,68.7,-1.6
8,27.23,86.6,59.2,73.9,43.3,49.5,0,0.25,69.4,-0.1
8,13.37,84.2,56.4,68.2,67.3,56.3,0.54,0.12,69.6,0.6
7.9,25.74,70.5,50.6,60.4,53.7,42.1,0,0.2,66.9,4.7
8.7,24.59,61.7,46.7,54,56.2,38.1,0,0.18,64.6,7.4
2.3,29.61,70.9,39.2,57.4,48.6,34.5,0,0.23,63.9,6.4
5.6,29.01,76.7,49.2,64.9,43.5,41.2,0,0.25,65.1,5.4
4.4,26.29,83.2,57.1,70.9,45.9,48,0,0.24,67.1,4.1
5.2,28.82,82.6,57.8,71.8,43.3,46.4,0,0.26,69.3,2.8
6.9,24.75,84.3,63.8,74.5,43.6,50.4,0,0.23,70.2,3.9
7.6,25.33,85.8,68.1,77,42.4,51.8,0,0.24,71.6,2.9
9.6,21.37,84.9,64.5,75.7,52.4,55.9,0.13,0.2,72,1
4.8,10.37,69.3,57.4,63.1,86.5,59,0.08,0.08,70.3,3.3
5.1,13.81,79.8,64.8,69.1,82.8,63.3,0.47,0.12,70.5,4
3.6,12.19,74.9,64.2,68.7,81,62.6,0.06,0.1,71.2,3.3
2.4,17.07,80.4,63.4,70.9,79.5,63.9,0,0.15,72.1,0.8
4.2,25.68,85.8,66,76.1,63,61.3,0,0.24,74.1,-1.6
4.9,17.22,79.8,67.2,73.8,66.7,61.7,0,0.15,74.5,-2.7
4.2,10.27,74.6,66.1,69.3,83.8,64,1.69,0.09,73,0.8
5.9,21.79,83.5,64.9,73.6,77.3,65.5,0,0.2,73.6,1.4
3.8,15.83,79.8,64.9,70,82.3,64,0.37,0.14,74.5,-0.9
5.9,22.58,77.6,62.6,68.9,76.7,60.4,0.1,0.2,74.5,-1.6
6.6,18.64,77.2,59.6,67.3,74,58.3,0,0.16,72.9,0.9
5.6,26.56,77,55.9,66.7,63.8,53.1,0,0.23,72.5,2.9
7.1,26.04,84.3,52.9,70.7,64.5,57.2,0,0.23,71.8,4.7
12.9,25.1,88.2,73.6,81,56.8,64,0,0.24,73.8,4.5
7.1,24.74,78.6,54.1,69.8,62.5,55.6,0.01,0.21,75,4.7
2.2,29.71,79.3,50.5,66.4,58.7,49.6,0,0.26,73.6,6.5
2.3,14.13,77.2,54.3,67.3,68.6,55.9,0,0.12,72.9,8.2
2.8,28.02,85.1,60.3,72.5,59,55.8,0,0.25,73.8,6.1
3.5,28.49,85.9,57.8,73.9,54.9,55,0,0.26,75.4,4.3
3.3,28.57,87.6,60.5,74.3,60.8,58.5,0,0.26,76.5,1.8
1.8,27.53,90.8,63.7,77.2,63.3,62.1,0,0.26,78.3,0.7
2.6,27.02,90,63.3,77.5,62.4,62.1,0,0.25,79.7,-0.2
3,25.74,91.7,67.4,80.1,56.8,62.8,0.01,0.24,80.1,-1.8
4.4,27,90.6,70.2,81.3,58.1,64.4,0,0.26,81.1,-2.8
6.4,18.1,84.8,67.8,75.6,70.6,64.9,0.26,0.17,79.9,-0.6
6.3,28.56,82.8,60.8,75.2,58.2,57.2,0,0.26,79.7,-0.2
1.9,26.74,83.2,54.7,71.1,60,54.9,0,0.24,78.3,1.4
3.3,24.71,89.3,58.9,76.5,68.5,64.2,0.4,0.23,79,-0.9
4.9,21.47,80.7,66.3,72.7,80.1,65.8,0.31,0.19,79.5,-4.5
4.4,11.7,82.6,68.5,72.9,85.2,68,0.2,0.1,78.3,-3.8
2.8,13.17,79.7,67.8,72.3,86.8,68,0,0.11,78.3,-3.1
3,26.56,85.7,64.4,76.3,80.9,69.4,0,0.24,79.3,-3.9
4.6,11.66,83.8,71.5,76.8,82.9,71.1,0,0.11,79.5,-3.6
4.5,21.36,88.3,69.9,76.6,81.1,70,0.21,0.2,79.7,-2.7
4.2,6.44,74.8,63.4,69.6,89.2,66.4,0.73,0.05,78.1,0.2
4.4,13.4,71.5,59.9,65.5,72.2,55.9,0,0.11,75,3.1
4.3,20.32,77.3,60.9,69.3,76,61.2,0,0.17,74.5,3.8
4.7,23.71,79.2,62.8,70.7,68.9,59.4,0,0.21,75.2,4.5
3.8,28.58,79.2,58.2,69.8,66.6,57.6,0,0.25,75.4,4.7
3.5,26.63,83.4,57,72.1,65.4,59.2,0,0.24,75.9,3.6
5.3,18.78,89,67.1,76.5,77,68.4,0.62,0.17,77,1.6
3.4,23.04,88.5,66.5,77,75.8,68.2,0,0.21,78.3,-1.3
1.8,21.54,87.4,64,75,76.2,66,0.21,0.2,78.1,-0.4
3.1,26.04,88.2,63.5,77.4,74.3,67.6,0,0.24,78.3,-2.4
4.6,28.13,89.6,71.2,80.1,66.7,67.3,0,0.27,79.7,-2.3
5.1,24.09,91,72.2,79.7,72.6,69.8,0,0.23,80.1,-3.8
5.6,20.74,85.2,68.7,75.9,80.2,69.1,0.15,0.19,79.5,-3.8
5.6,27.92,78.4,62.9,70,65.2,56.8,0,0.24,78.6,-2.1
5.1,28.49,84.2,60.3,73.6,59.5,57,0,0.26,77,0.7
3.4,29.49,82.2,58.8,72,62.2,56.7,0,0.26,77.7,-1.8
4.8,27.28,87.2,55.6,74.1,63.5,59.7,0.23,0.25,75.9,-2
4.3,28.46,82.4,62.7,73.2,67.6,60.3,0,0.26,77.4,-3.8
3.3,21.99,85.8,59.9,75,69.2,63.7,0,0.2,76.3,-2.4
4.8,9.73,81.6,66.9,73.2,82.7,67.5,1.26,0.09,75.7,-0.9
4.7,20.6,89.3,70.4,80.2,77,72,0,0.19,76.5,-1.1
5.3,15.22,84.2,67.8,77.4,73,67.8,0,0.14,77.7,-1.6
6.6,27.84,74.6,60,67.5,66.2,55.6,0,0.24,75.9,0.4
4.4,28.79,76.4,55.6,66.9,66.2,54.3,0,0.25,73.9,2.7
3.1,24.17,79.5,58.2,68.5,68.3,56.5,0,0.21,73.6,3.6
2.1,27.97,82.1,54.6,70,67.6,57.4,0,0.25,73.9,2.6
2.1,27.58,82,56.7,71.8,65.4,58.3,0,0.25,74.8,2.2
2.2,25.97,84.8,58.5,72.9,69.5,61.2,0,0.24,75.4,2.9
3.1,21.89,89.9,62.9,77.4,67,64.8,0,0.2,76.1,2.5
5.8,15.37,87,71.1,77.5,74.2,68.5,0,0.14,76.3,3.2
4.7,18.88,80.6,70.2,75.2,81.4,68.9,0,0.17,76.6,2.7
4.4,21.48,84.5,65,75.2,73.5,65.3,0,0.2,77.2,2.1
4.3,26.51,85.6,62.7,74.1,66.8,61.7,0,0.24,76.5,3.2
4.2,26.69,87.4,62.7,76.6,68,64.2,0,0.25,77,3.8
2.5,26.52,89.6,66.9,78.6,69.4,66.6,0,0.25,78.3,3.2
2,26.04,94.1,64.7,79.7,67.8,66.2,0.25,0.25,78.6,2.7
2.7,21.54,93.1,68.6,80.2,69.3,68.5,0,0.2,79.5,1.5
3.7,17.89,92.2,70.3,77.5,76,68.9,0,0.17,79.3,1.7
6.3,22.31,93.4,73,82.8,69.2,71.1,0,0.22,79.3,2.4
4.4,13.73,91.5,78.2,83.1,72.2,73,0.01,0.13,79.7,2.5
5.9,25.42,95.4,77.7,86,62.5,71.1,0,0.25,80.8,-0.4
3.7,22.42,94.4,72.8,83.3,67.8,71.1,0,0.21,81.5,0
5.3,21.19,92.2,72.8,81.1,69.9,70,0,0.2,81.3,-1.1
4.3,25.76,92,72.1,80.8,66,66.9,0,0.25,81,-2
3.3,25.49,94.3,68.4,81.1,66.6,67.8,0,0.24,81,-4
4.7,25.01,100,72.8,85.6,60.1,69.1,0,0.25,81.7,-4.7
4.1,24.45,89.9,70.7,79.9,66.4,66.9,0.09,0.23,82.2,-4.3
5.3,21.55,95.2,69.9,80.6,62.6,65.8,0,0.21,80.4,-2
4.3,21.63,100.7,73.6,85.1,63,70.2,0,0.21,81.5,-1.8
3.6,8.01,80.9,69.3,75.9,82.3,70,0,0.07,80.2,-0.1
4.4,22.29,85.2,68.4,75.4,70.5,64,0,0.2,79,0.7
5.6,18.05,80.7,63.5,71.8,63.6,58.6,0,0.16,77,1.4
4.7,12.85,91.1,72.7,78.8,74.9,69.6,0.27,0.12,77,0.2
6.1,9.64,83.7,73.9,78.3,80.2,71.4,0.02,0.09,77.9,-0.4
